month,day,weekday,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
1,17,0,15,1,1,0,2,8.2,10.605,47,11.0014,21,72,93
1,17,0,16,1,1,0,2,8.2,10.605,47,11.0014,6,76,82
1,17,0,17,1,1,0,1,8.2,9.85,51,12.998,4,67,71
1,17,0,18,1,1,0,2,7.38,8.335,55,16.9979,7,85,92
1,17,0,19,1,1,0,3,7.38,9.09,59,12.998,2,58,60
1,17,0,20,1,1,0,3,6.56,7.575,80,12.998,4,29,33
1,17,0,21,1,1,0,3,6.56,7.575,80,12.998,3,24,27
1,17,0,22,1,1,0,3,5.74,6.06,93,16.9979,0,13,13
1,17,0,23,1,1,0,3,6.56,6.82,86,19.0012,1,3,4
1,18,1,12,1,0,1,2,8.2,9.09,86,22.0028,0,3,3
1,18,1,13,1,0,1,2,8.2,9.85,86,15.0013,0,22,22
1,18,1,14,1,0,1,2,9.02,11.365,80,11.0014,2,26,28
1,18,1,15,1,0,1,2,9.02,11.365,87,11.0014,3,32,35
1,18,1,16,1,0,1,2,9.02,11.365,87,12.998,0,61,61
1,18,1,17,1,0,1,2,9.02,11.365,82,12.998,1,124,125
1,18,1,18,1,0,1,2,9.02,11.365,80,11.0014,1,132,133
1,18,1,19,1,0,1,2,9.02,11.365,80,8.9981,1,98,99
1,18,1,20,1,0,1,2,9.02,13.635,87,0.0,0,83,83
1,18,1,21,1,0,1,2,9.02,12.12,93,7.0015,0,41,41
1,18,1,22,1,0,1,2,9.02,12.88,93,6.0032,0,33,33
1,18,1,23,1,0,1,2,9.02,13.635,93,0.0,1,19,20
1,19,2,0,1,0,1,2,9.02,13.635,93,0.0,0,3,3
1,19,2,1,1,0,1,3,9.02,11.365,93,8.9981,1,6,7
1,19,2,2,1,0,1,3,9.02,11.365,93,8.9981,0,3,3
1,19,2,4,1,0,1,3,9.02,11.365,93,8.9981,1,1,2
1,19,2,5,1,0,1,2,9.02,12.88,93,6.0032,0,7,7
1,19,2,6,1,0,1,2,9.02,12.88,93,6.0032,0,32,32
1,19,2,7,1,0,1,2,9.84,12.88,92,7.0015,1,89,90
1,19,2,8,1,0,1,2,9.84,12.88,93,7.0015,1,196,197
1,19,2,9,1,0,1,2,9.84,12.88,93,7.0015,2,107,109
1,19,2,10,1,0,1,2,10.66,13.635,93,8.9981,1,46,47
1,19,2,11,1,0,1,2,11.48,15.15,87,6.0032,5,47,52
1,19,2,12,1,0,1,2,12.3,15.91,81,6.0032,5,65,70
1,19,2,13,1,0,1,1,16.4,20.455,62,19.0012,11,67,78
1,19,2,14,1,0,1,1,16.4,20.455,58,16.9979,7,68,75
1,19,2,15,1,0,1,1,16.4,20.455,54,19.0012,4,78,82
1,19,2,16,1,0,1,1,15.58,19.695,58,26.0027,10,94,104
1,19,2,17,1,0,1,1,14.76,16.665,57,22.0028,7,190,197
1,19,2,18,1,0,1,1,13.94,15.91,61,19.0012,5,156,161
1,19,2,19,1,0,1,1,13.12,14.395,57,27.9993,4,108,112
1,19,2,20,1,0,1,1,13.12,15.15,49,19.9995,2,74,76
1,19,2,21,1,0,1,1,13.12,14.395,49,27.9993,4,55,59
1,19,2,22,1,0,1,1,12.3,15.15,52,11.0014,6,53,59
1,19,2,23,1,0,1,1,12.3,13.635,52,31.0009,1,27,28
2,13,6,0,1,0,0,1,8.2,11.365,64,7.0015,5,34,39
2,13,6,1,1,0,0,1,8.2,11.365,59,6.0032,1,23,24
2,13,6,2,1,0,0,2,8.2,11.365,75,6.0032,1,19,20
2,13,6,3,1,0,0,2,8.2,11.365,69,7.0015,4,8,12
2,13,6,4,1,0,0,2,8.2,10.605,69,11.0014,0,2,2
2,13,6,6,1,0,0,2,8.2,10.605,69,8.9981,2,3,5
2,13,6,7,1,0,0,2,9.02,13.635,55,0.0,0,3,3
2,13,6,8,1,0,0,2,9.02,11.365,64,12.998,1,11,12
2,13,6,9,1,0,0,2,9.84,11.365,60,15.0013,12,35,47
2,13,6,10,1,0,0,1,12.3,13.635,45,22.0028,19,86,105
2,13,6,11,1,0,0,1,13.12,14.395,39,30.0026,26,86,112
2,13,6,12,1,0,0,1,14.76,15.91,32,31.0009,58,94,152
2,13,6,13,1,0,0,1,15.58,19.695,29,23.9994,62,92,154
2,13,6,14,1,0,0,2,16.4,20.455,30,27.9993,51,110,161
2,13,6,15,1,0,0,2,16.4,20.455,30,19.9995,40,122,162
2,13,6,16,1,0,0,2,17.22,21.21,28,22.0028,28,106,134
2,13,6,17,1,0,0,1,17.22,21.21,28,22.0028,30,95,125
2,13,6,18,1,0,0,1,16.4,20.455,32,19.9995,17,78,95
2,13,6,19,1,0,0,1,16.4,20.455,35,19.0012,11,50,61
2,13,6,20,1,0,0,1,16.4,20.455,35,22.0028,15,32,47
2,13,6,21,1,0,0,1,16.4,20.455,35,23.9994,6,45,51
2,13,6,22,1,0,0,1,16.4,20.455,35,19.9995,5,31,36
2,13,6,23,1,0,0,1,16.4,20.455,35,23.9994,3,27,30
2,14,0,0,1,0,1,1,15.58,19.695,37,23.9994,3,8,11
2,14,0,1,1,0,1,1,15.58,19.695,37,23.9994,1,6,7
2,14,0,2,1,0,1,1,14.76,16.665,40,19.9995,0,2,2
2,14,0,3,1,0,1,1,13.94,15.91,46,15.0013,1,1,2
2,14,0,4,1,0,1,1,13.12,15.15,53,19.0012,0,2,2
2,14,0,5,1,0,1,1,13.12,15.15,53,19.0012,0,3,3
2,14,0,6,1,0,1,1,13.94,15.15,46,19.9995,1,25,26
2,14,0,7,1,0,1,1,13.94,15.15,46,19.9995,2,96,98
2,14,0,8,1,0,1,1,15.58,19.695,40,31.0009,7,249,256
2,14,0,9,1,0,1,1,16.4,20.455,37,26.0027,8,122,130
2,14,0,10,1,0,1,1,18.04,21.97,33,15.0013,9,46,55
2,14,0,11,1,0,1,1,21.32,25.0,23,16.9979,10,43,53
2,14,0,12,1,0,1,1,22.96,26.515,22,30.0026,27,99,126
2,14,0,13,1,0,1,1,23.78,27.275,19,26.0027,27,93,120
2,14,0,14,1,0,1,1,24.6,29.545,15,32.9975,14,76,90
2,14,0,15,1,0,1,1,22.96,26.515,21,43.9989,19,71,90
2,14,0,16,1,0,1,1,21.32,25.0,27,31.0009,16,102,118
2,14,0,17,1,0,1,1,18.86,22.725,33,40.9973,25,218,243
2,14,0,18,1,0,1,1,16.4,20.455,40,40.9973,11,194,205
2,14,0,19,1,0,1,1,15.58,19.695,43,32.9975,12,86,98
2,14,0,20,1,0,1,1,14.76,15.91,46,31.0009,5,65,70
2,14,0,21,1,0,1,1,14.76,15.91,50,35.0008,8,35,43
2,14,0,22,1,0,1,1,13.94,14.395,46,43.9989,1,44,45
2,14,0,23,1,0,1,1,13.12,14.395,49,32.9975,1,19,20
2,15,1,0,1,0,1,1,12.3,13.635,49,27.9993,7,12,19
2,15,1,1,1,0,1,1,12.3,12.12,42,51.9987,0,5,5
2,15,1,2,1,0,1,1,11.48,11.365,41,46.0022,1,2,3
2,15,1,4,1,0,1,1,9.02,9.09,37,35.0008,0,1,1
2,15,1,5,1,0,1,1,9.02,9.09,32,31.0009,0,4,4
2,15,1,6,1,0,1,1,8.2,9.09,32,22.0028,0,30,30
2,15,1,7,1,0,1,1,8.2,9.09,32,23.9994,2,103,105
2,15,1,8,1,0,1,1,8.2,9.09,32,23.9994,10,213,223
2,15,1,9,1,0,1,1,9.02,9.85,29,30.0026,2,108,110
2,15,1,10,1,0,1,1,9.84,10.605,27,19.0012,5,47,52
2,15,1,11,1,0,1,1,10.66,12.12,25,16.9979,11,46,57
2,15,1,12,1,0,1,1,11.48,13.635,24,16.9979,6,65,71
2,15,1,13,1,0,1,1,13.12,15.15,21,15.0013,14,68,82
2,15,1,14,1,0,1,1,13.94,15.91,19,15.0013,10,69,79
2,15,1,15,1,0,1,1,13.94,16.665,19,11.0014,11,74,85
2,15,1,16,1,0,1,1,13.94,15.91,19,16.9979,21,77,98
2,15,1,17,1,0,1,1,13.12,15.15,22,15.0013,15,191,206
2,15,1,18,1,0,1,1,12.3,15.15,22,8.9981,14,198,212
2,15,1,19,1,0,1,1,11.48,14.395,26,8.9981,3,142,145
2,15,1,20,1,0,1,1,10.66,13.635,33,7.0015,3,98,101
2,15,1,21,1,0,1,1,9.84,14.395,52,0.0,5,61,66
2,15,1,22,1,0,1,1,9.84,14.395,44,0.0,0,41,41
2,15,1,23,1,0,1,2,9.02,12.88,44,6.0032,0,20,20
2,16,2,0,1,0,1,1,9.02,12.88,41,6.0032,0,15,15
2,16,2,1,1,0,1,1,8.2,11.365,44,6.0032,0,9,9
2,16,2,3,1,0,1,2,8.2,9.85,47,12.998,0,1,1
2,16,2,4,1,0,1,1,8.2,9.85,51,12.998,0,1,1
2,16,2,5,1,0,1,1,8.2,9.85,47,12.998,0,5,5
2,16,2,6,1,0,1,1,8.2,9.85,55,15.0013,1,32,33
2,16,2,7,1,0,1,2,8.2,9.85,55,15.0013,5,103,108
2,16,2,8,1,0,1,2,9.02,11.365,55,11.0014,6,224,230
2,16,2,9,1,0,1,1,9.84,10.605,52,19.0012,2,122,124
2,16,2,10,1,0,1,1,10.66,11.365,41,26.0027,14,55,69
2,16,2,11,1,0,1,1,13.94,15.15,34,19.9995,7,59,66
2,16,2,12,1,0,1,1,15.58,19.695,32,22.0028,14,72,86
2,16,2,13,1,0,1,1,17.22,21.21,30,23.9994,13,80,93
2,16,2,14,1,0,1,1,18.86,22.725,28,27.9993,17,65,82
2,16,2,15,1,0,1,1,18.86,22.725,28,27.9993,35,82,117
2,16,2,16,1,0,1,1,18.86,22.725,31,26.0027,26,96,122
2,16,2,17,1,0,1,1,18.86,22.725,28,19.0012,11,244,255
2,16,2,18,1,0,1,1,16.4,20.455,40,15.0013,20,202,222
2,16,2,19,1,0,1,1,13.94,15.91,53,15.0013,18,143,161
2,16,2,20,1,0,1,1,15.58,19.695,43,12.998,10,108,118
2,16,2,21,1,0,1,1,14.76,17.425,46,12.998,5,87,92
2,16,2,22,1,0,1,1,13.94,16.665,53,12.998,12,61,73
2,16,2,23,1,0,1,1,15.58,19.695,40,15.0013,2,31,33
2,17,3,0,1,0,1,1,13.94,16.665,53,12.998,1,16,17
2,17,3,1,1,0,1,1,13.94,15.91,53,15.0013,0,6,6
2,17,3,2,1,0,1,2,13.94,15.91,53,15.0013,2,4,6
2,17,3,3,1,0,1,1,13.94,16.665,53,12.998,3,1,4
2,17,3,4,1,0,1,1,13.12,15.91,57,12.998,3,1,4
2,17,3,5,1,0,1,1,13.12,16.665,66,6.0032,1,11,12
2,17,3,6,1,0,1,1,12.3,15.15,70,8.9981,3,44,47
2,17,3,7,1,0,1,1,13.12,16.665,57,7.0015,7,119,126
2,17,3,8,1,0,1,1,13.12,16.665,57,6.0032,18,267,285
2,17,3,9,1,0,1,1,14.76,17.425,57,12.998,16,163,179
2,17,3,10,1,0,1,1,15.58,19.695,54,12.998,18,70,88
2,17,3,11,1,0,1,2,18.04,21.97,44,16.9979,19,71,90
2,17,3,12,1,0,1,1,19.68,23.485,41,15.0013,15,86,101
2,17,3,13,1,0,1,1,22.14,25.76,34,15.0013,15,108,123
2,17,3,14,1,0,1,1,24.6,31.06,31,15.0013,26,55,81
2,17,3,15,1,0,1,1,24.6,30.305,28,16.9979,15,91,106
2,17,3,16,1,0,1,2,22.96,26.515,35,19.9995,29,117,146
2,17,3,17,1,0,1,2,23.78,27.275,32,19.9995,18,256,274
2,17,3,18,1,0,1,2,22.14,25.76,42,19.0012,11,211,222
2,17,3,19,1,0,1,1,19.68,23.485,55,22.0028,14,161,175
2,17,3,20,1,0,1,1,19.68,23.485,59,22.0028,8,131,139
2,17,3,21,1,0,1,1,21.32,25.0,55,26.0027,5,119,124
2,17,3,22,1,0,1,1,20.5,24.24,59,19.0012,8,68,76
2,17,3,23,1,0,1,1,18.86,22.725,67,19.9995,4,40,44
2,18,4,0,1,0,1,1,18.04,21.97,72,19.0012,12,20,32
2,18,4,1,1,0,1,1,18.04,21.97,72,15.0013,1,7,8
2,18,4,2,1,0,1,1,18.04,21.97,72,19.0012,2,5,7
2,18,4,3,1,0,1,1,18.86,22.725,67,16.9979,2,6,8
2,18,4,4,1,0,1,1,18.86,22.725,67,16.9979,0,1,1
2,18,4,5,1,0,1,2,18.86,22.725,67,7.0015,1,6,7
2,18,4,6,1,0,1,2,18.04,21.97,72,11.0014,2,48,50
2,18,4,7,1,0,1,2,17.22,21.21,77,15.0013,8,108,116
2,18,4,8,1,0,1,2,17.22,21.21,77,12.998,26,246,272
2,18,4,9,1,0,1,2,17.22,21.21,77,12.998,15,154,169
2,18,4,10,1,0,1,2,18.04,21.97,72,15.0013,17,78,95
2,18,4,11,1,0,1,1,18.04,21.97,72,11.0014,31,82,113
2,18,4,12,1,0,1,1,20.5,24.24,59,12.998,59,126,185
2,18,4,13,1,0,1,1,24.6,31.06,43,12.998,45,131,176
2,18,4,14,1,0,1,1,27.06,31.06,36,19.9995,73,118,191
2,18,4,15,1,0,1,1,27.06,31.06,36,22.0028,55,117,172
2,18,4,16,1,0,1,1,27.06,31.06,36,19.0012,68,164,232
2,18,4,17,1,0,1,1,27.06,31.06,34,23.9994,52,275,327
2,18,4,18,1,0,1,1,26.24,31.06,33,22.0028,29,195,224
2,18,4,19,1,0,1,1,25.42,31.06,29,39.0007,16,146,162
2,18,4,20,1,0,1,1,24.6,31.06,31,12.998,19,105,124
2,18,4,21,1,0,1,1,23.78,27.275,21,32.9975,11,61,72
2,18,4,22,1,0,1,1,22.14,25.76,10,16.9979,19,88,107
2,18,4,23,1,0,1,1,21.32,25.0,8,19.0012,16,61,77
2,19,5,0,1,0,0,1,19.68,23.485,12,32.9975,6,23,29
2,19,5,1,1,0,0,1,18.86,22.725,14,27.9993,10,21,31
2,19,5,2,1,0,0,1,18.04,21.97,13,26.0027,3,14,17
2,19,5,3,1,0,0,1,17.22,21.21,14,19.9995,0,7,7
2,19,5,4,1,0,0,1,16.4,20.455,15,22.0028,0,3,3
2,19,5,5,1,0,0,1,16.4,20.455,15,22.0028,0,3,3
2,19,5,6,1,0,0,1,16.4,20.455,17,27.9993,3,3,6
2,19,5,7,1,0,0,1,15.58,19.695,17,35.0008,6,16,22
2,19,5,8,1,0,0,1,15.58,19.695,17,39.0007,9,36,45
2,19,5,9,1,0,0,1,16.4,20.455,16,43.9989,18,37,55
2,19,5,10,1,0,0,1,17.22,21.21,16,39.0007,34,72,106
2,19,5,11,1,0,0,1,18.04,21.97,16,39.0007,47,76,123
2,19,5,12,1,0,0,1,18.04,21.97,18,32.9975,38,81,119
2,19,5,13,1,0,0,1,18.04,21.97,16,40.9973,52,103,155
2,19,5,14,1,0,0,1,18.86,22.725,15,43.9989,102,94,196
2,19,5,15,1,0,0,1,18.04,21.97,16,50.0021,84,87,171
2,19,5,16,1,0,0,1,18.04,21.97,16,43.0006,39,81,120
2,19,5,17,1,0,0,1,17.22,21.21,19,40.9973,36,91,127
2,19,5,18,1,0,0,1,14.76,15.91,25,30.0026,21,67,88
2,19,5,19,1,0,0,1,13.94,15.15,29,23.9994,5,54,59
2,19,5,20,1,0,0,1,13.12,14.395,28,35.0008,9,38,47
2,19,5,21,1,0,0,1,13.12,13.635,26,36.9974,4,29,33
2,19,5,22,1,0,0,1,12.3,12.88,28,32.9975,2,42,44
2,19,5,23,1,0,0,1,11.48,12.12,33,30.0026,4,25,29
3,13,6,0,1,0,0,1,15.58,19.695,62,7.0015,3,35,38
3,13,6,1,1,0,0,1,14.76,17.425,66,8.9981,10,23,33
3,13,6,3,1,0,0,1,13.94,16.665,76,8.9981,6,17,23
3,13,6,4,1,0,0,1,13.94,16.665,66,11.0014,4,9,13
3,13,6,5,1,0,0,1,14.76,17.425,62,8.9981,0,3,3
3,13,6,6,1,0,0,1,13.94,18.18,66,0.0,0,2,2
3,13,6,7,1,0,0,1,14.76,17.425,62,12.998,2,8,10
3,13,6,8,1,0,0,1,16.4,20.455,50,19.9995,11,23,34
3,13,6,9,1,0,0,1,16.4,20.455,50,27.9993,8,36,44
3,13,6,10,1,0,0,1,17.22,21.21,47,16.9979,36,86,122
3,13,6,11,1,0,0,1,18.04,21.97,41,27.9993,88,93,181
3,13,6,12,1,0,0,1,18.86,22.725,38,26.0027,74,120,194
3,13,6,13,1,0,0,1,18.86,22.725,38,26.0027,97,124,221
3,13,6,14,1,0,0,1,18.86,22.725,41,19.9995,144,106,250
3,13,6,15,1,0,0,1,19.68,23.485,39,22.0028,149,155,304
3,13,6,16,1,0,0,1,18.86,22.725,41,26.0027,124,132,256
3,13,6,17,1,0,0,1,18.04,21.97,41,23.9994,98,143,241
3,13,6,18,1,0,0,1,16.4,20.455,43,23.9994,55,92,147
3,13,6,19,1,0,0,1,14.76,16.665,50,23.9994,28,73,101
3,13,6,20,1,0,0,1,13.12,15.15,57,19.9995,23,54,77
3,13,6,21,1,0,0,1,12.3,14.395,56,16.9979,9,49,58
3,13,6,22,1,0,0,1,12.3,13.635,56,22.0028,8,29,37
3,13,6,23,1,0,0,1,10.66,12.88,65,15.0013,5,23,28
3,14,0,0,1,0,1,1,10.66,13.635,65,7.0015,4,7,11
3,14,0,1,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
3,14,0,2,1,0,1,1,10.66,14.395,65,6.0032,0,1,1
3,14,0,3,1,0,1,1,10.66,13.635,65,8.9981,0,3,3
3,14,0,5,1,0,1,1,9.84,12.12,70,8.9981,0,8,8
3,14,0,6,1,0,1,1,10.66,13.635,65,8.9981,1,27,28
3,14,0,7,1,0,1,2,11.48,15.91,61,0.0,4,84,88
3,14,0,8,1,0,1,2,12.3,15.15,56,8.9981,24,217,241
3,14,0,9,1,0,1,1,13.12,15.15,53,22.0028,13,127,140
3,14,0,10,1,0,1,1,13.94,15.91,42,16.9979,27,57,84
3,14,0,11,1,0,1,1,14.76,16.665,40,16.9979,26,45,71
3,14,0,12,1,0,1,1,15.58,19.695,37,0.0,40,54,94
3,14,0,13,1,0,1,1,15.58,19.695,36,22.0028,24,51,75
3,14,0,14,1,0,1,2,15.58,19.695,34,0.0,27,52,79
3,14,0,15,1,0,1,1,15.58,19.695,37,11.0014,24,77,101
3,14,0,16,1,0,1,1,16.4,20.455,35,7.0015,27,80,107
3,14,0,17,1,0,1,1,15.58,19.695,40,12.998,42,229,271
3,14,0,18,1,0,1,1,14.76,18.18,40,7.0015,25,210,235
3,14,0,19,1,0,1,1,14.76,17.425,43,8.9981,17,133,150
3,14,0,20,1,0,1,1,13.94,15.91,46,15.0013,23,106,129
3,14,0,21,1,0,1,1,13.94,16.665,46,8.9981,5,58,63
3,14,0,22,1,0,1,1,13.12,16.665,49,7.0015,4,43,47
3,14,0,23,1,0,1,1,13.12,17.425,53,0.0,2,17,19
3,15,1,0,1,0,1,1,13.12,17.425,53,0.0,7,7,14
3,15,1,1,1,0,1,1,12.3,15.15,62,6.0032,4,6,10
3,15,1,2,1,0,1,1,12.3,15.15,62,6.0032,1,2,3
3,15,1,4,1,0,1,1,9.84,12.88,75,6.0032,1,1,2
3,15,1,5,1,0,1,1,9.84,11.365,75,12.998,0,11,11
3,15,1,6,1,0,1,1,9.02,11.365,80,12.998,3,32,35
3,15,1,7,1,0,1,1,9.84,12.12,75,11.0014,10,109,119
3,15,1,8,1,0,1,1,10.66,14.395,70,6.0032,23,259,282
3,15,1,9,1,0,1,2,12.3,16.665,70,0.0,10,147,157
3,15,1,10,1,0,1,2,13.12,15.91,66,12.998,22,56,78
3,15,1,11,1,0,1,2,13.94,15.91,57,15.0013,27,51,78
3,15,1,12,1,0,1,2,14.76,17.425,50,15.0013,32,70,102
